,WORD,TEXTID,TEXT,LINE,LINEPOS,SCREENPOS,LETTERLINEPOS,OLEN,WLEN,PUNCT,OMARKS,EMARKS,WNUM,TXFR,LINE_START,LINE_END
405,We,1,7,1,10,10,54,2,2,0,0,0,406,179,False,False
406,"lived,",1,7,1,11,11,57,6,5,2,0,1,407,6,False,False
407,ate,1,7,1,12,12,64,3,3,0,0,0,408,2,False,False
408,and,1,7,1,13,13,68,3,3,0,0,0,409,1283,False,False
409,slept,1,7,1,14,14,72,5,5,0,0,0,410,1,False,False
410,on,1,7,1,15,15,78,2,2,0,0,0,411,417,False,True
411,the,1,7,2,1,16,0,3,3,0,0,0,412,3511,True,False
412,boat,1,7,2,2,17,4,4,4,0,0,0,413,8,False,False
413,and,1,7,2,3,18,9,3,3,0,0,0,414,1283,False,False
414,went,1,7,2,4,19,13,4,4,0,0,0,415,13,False,False
415,ashore,1,7,2,5,20,18,6,6,0,0,0,416,3,False,False
416,two,1,7,2,6,21,25,3,3,0,0,0,417,43,False,False
417,or,1,7,2,7,22,29,2,2,0,0,0,418,194,False,False
418,three,1,7,2,8,23,32,5,5,0,0,0,419,28,False,False
419,times,1,7,2,9,24,38,5,5,0,0,0,420,23,False,False
420,a,1,7,2,10,25,44,1,1,0,0,0,421,1434,False,False
421,"day,",1,7,2,11,26,46,4,3,2,0,1,422,35,False,False
422,to,1,7,2,12,27,51,2,2,0,0,0,423,1597,False,False
423,walk,1,7,2,13,28,54,4,4,0,0,0,424,5,False,False
424,the,1,7,2,14,29,59,3,3,0,0,0,425,3511,False,False
425,"trails,",1,7,2,15,30,63,7,6,2,0,1,426,3,False,False
426,see,1,7,2,16,31,71,3,3,0,0,0,427,41,False,False
427,the,1,7,2,17,32,75,3,3,0,0,0,428,3511,False,True
428,"wildlife,",1,7,3,1,33,0,9,8,2,0,1,429,5,True,False
429,and,1,7,3,2,34,10,3,3,0,0,0,430,1283,False,False
430,snorkel,1,7,3,3,35,14,7,7,0,0,0,431,1,False,False
431,in,1,7,3,4,36,22,2,2,0,0,0,432,1091,False,False
432,the,1,7,3,5,37,25,3,3,0,0,0,433,3511,False,False
433,sea.,1,7,3,6,38,29,4,3,1,0,1,434,9,False,False
434,The,1,7,3,7,39,34,3,3,0,0,0,435,3511,False,False
435,boat,1,7,3,8,40,38,4,4,0,0,0,436,8,False,False
436,was,1,7,3,9,41,43,3,3,0,0,0,437,383,False,False
437,hardly,1,7,3,10,42,47,6,6,0,0,0,438,11,False,False
438,the,1,7,3,11,43,54,3,3,0,0,0,439,3511,False,False
439,most,1,7,3,12,44,58,4,4,0,0,0,440,93,False,False
440,luxurious,1,7,3,13,45,63,9,9,0,0,0,441,3,False,True
441,experience,1,7,4,1,46,0,10,10,0,0,0,442,17,True,False
442,we'd,1,7,4,2,47,11,4,4,8,0,0,443,-99,False,False
443,ever,1,7,4,3,48,16,4,4,0,0,0,444,38,False,False
444,"had,",1,7,4,4,49,21,4,3,2,0,1,445,130,False,False
445,and,1,7,4,5,50,26,3,3,0,0,0,446,1283,False,False
446,was,1,7,4,6,51,30,3,3,0,0,0,447,383,False,False
447,certainly,1,7,4,7,52,34,9,9,0,0,0,448,21,False,False
448,not,1,7,4,8,53,44,3,3,0,0,0,449,277,False,False
449,a,1,7,4,9,54,48,1,1,0,0,0,450,1434,False,False
450,centre,1,7,4,10,55,50,6,6,0,0,0,451,16,False,False
451,of,1,7,4,11,56,57,2,2,0,0,0,452,1757,False,False
452,gastronomic,1,7,4,12,57,60,11,11,0,0,0,453,1,False,True
453,excellence.,1,7,5,1,58,0,11,10,1,0,1,454,1,True,False
454,But,1,7,5,2,59,12,3,3,0,0,0,455,325,False,False
455,that,1,7,5,3,60,16,4,4,0,0,0,456,871,False,False
456,really,1,7,5,4,61,21,6,6,0,0,0,457,34,False,False
457,wasn't,1,7,5,5,62,28,6,6,8,0,0,458,-99,False,False
458,the,1,7,5,6,63,35,3,3,0,0,0,459,3511,False,False
459,point.,1,7,5,7,64,39,6,5,1,0,1,460,26,False,False
460,It,1,7,5,8,65,46,2,2,0,0,0,461,544,False,False
461,took,1,7,5,9,66,49,4,4,0,0,0,462,17,False,False
462,us,1,7,5,10,67,54,2,2,0,0,0,463,86,False,False
463,to,1,7,5,11,68,57,2,2,0,0,0,464,1597,False,False
464,the,1,7,5,12,69,60,3,3,0,0,0,465,3511,False,False
465,places,1,7,5,13,70,64,6,6,0,0,0,466,9,False,False
466,we,1,7,5,14,71,71,2,2,0,0,0,467,179,False,False
467,wanted,1,7,5,15,72,74,6,6,0,0,0,468,14,False,True
468,to,1,8,1,1,1,0,2,2,0,0,0,469,1597,True,False
469,see;,1,8,1,2,2,3,4,3,3,0,1,470,41,False,False
470,and,1,8,1,3,3,8,3,3,0,0,0,471,1283,False,False
471,the,1,8,1,4,4,12,3,3,0,0,0,472,3511,False,False
472,expert,1,8,1,5,5,16,6,6,0,0,0,473,4,False,False
473,guide,1,8,1,6,6,23,5,5,0,0,0,474,9,False,False
474,we,1,8,1,7,7,29,2,2,0,0,0,475,179,False,False
475,"had,",1,8,1,8,8,32,4,3,2,0,1,476,130,False,False
476,who,1,8,1,9,9,37,3,3,0,0,0,477,157,False,False
477,led,1,8,1,10,10,41,3,3,0,0,0,478,7,False,False
478,us,1,8,1,11,11,45,2,2,0,0,0,479,86,False,False
479,round,1,8,1,12,12,48,5,5,0,0,0,480,11,False,False
480,the,1,8,1,13,13,54,3,3,0,0,0,481,3511,False,False
481,trails,1,8,1,14,14,58,6,6,0,0,0,482,3,False,False
482,and,1,8,1,15,15,65,3,3,0,0,0,483,1283,False,False
483,explained,1,8,1,16,16,69,9,9,0,0,0,484,7,False,True
484,the,1,8,2,1,17,0,3,3,0,0,0,485,3511,True,False
485,flora,1,8,2,2,18,4,5,5,0,0,0,486,1,False,False
486,and,1,8,2,3,19,10,3,3,0,0,0,487,1283,False,False
487,fauna,1,8,2,4,20,14,5,5,0,0,0,488,1,False,False
488,to,1,8,2,5,21,20,2,2,0,0,0,489,1597,False,False
489,"us,",1,8,2,6,22,23,3,2,2,0,1,490,86,False,False
490,was,1,8,2,7,23,27,3,3,0,0,0,491,383,False,False
491,the,1,8,2,8,24,31,3,3,0,0,0,492,3511,False,False
492,best,1,8,2,9,25,35,4,4,0,0,0,493,23,False,False
493,we,1,8,2,10,26,40,2,2,0,0,0,494,179,False,False
494,could,1,8,2,11,27,43,5,5,0,0,0,495,84,False,False
495,possibly,1,8,2,12,28,49,8,8,0,0,0,496,4,False,False
496,have,1,8,2,13,29,58,4,4,0,0,0,497,361,False,False
497,wanted.,1,8,2,14,30,63,7,6,1,0,1,498,14,False,False
498,You,1,8,2,15,31,75,3,3,0,0,0,499,179,False,True
499,need,1,8,3,1,32,0,4,4,0,0,0,500,36,True,False
500,not,1,8,3,2,33,5,3,3,0,0,0,501,277,False,False
501,be,1,8,3,3,34,9,2,2,0,0,0,502,423,False,False
502,an,1,8,3,4,35,12,2,2,0,0,0,503,195,False,False
503,inveterate,1,8,3,5,36,15,10,10,0,0,0,504,1,False,False
504,birdwatcher,1,8,3,6,37,26,11,11,0,0,0,505,1,False,False
505,or,1,8,3,7,38,38,2,2,0,0,0,506,194,False,False
506,naturalist,1,8,3,8,39,41,10,10,0,0,0,507,1,False,False
507,to,1,8,3,9,40,52,2,2,0,0,0,508,1597,False,False
508,be,1,8,3,10,41,55,2,2,0,0,0,509,423,False,False
509,captivated,1,8,3,11,42,58,10,10,0,0,0,510,1,False,False
510,by,1,8,3,12,43,69,2,2,0,0,0,511,252,False,False
511,what,1,8,3,13,44,72,4,4,0,0,0,512,125,False,False
512,you,1,8,3,14,45,77,3,3,0,0,0,513,179,False,True
513,see.,1,8,4,1,46,0,4,3,1,0,1,514,41,True,False
514,You,1,8,4,2,47,5,3,3,0,0,0,515,179,False,False
515,simply,1,8,4,3,48,9,6,6,0,0,0,516,17,False,False
516,cannot,1,8,4,4,49,16,6,6,0,0,0,517,11,False,False
517,help,1,8,4,5,50,23,4,4,0,0,0,518,21,False,False
518,being,1,8,4,6,51,28,5,5,0,0,0,519,54,False,False
519,taken,1,8,4,7,52,34,5,5,0,0,0,520,21,False,False
520,over,1,8,4,8,53,40,4,4,0,0,0,521,76,False,False
521,by,1,8,4,9,54,45,2,2,0,0,0,522,252,False,False
522,a,1,8,4,10,55,48,1,1,0,0,0,523,1434,False,False
523,sense,1,8,4,11,56,50,5,5,0,0,0,524,14,False,False
524,of,1,8,4,12,57,56,2,2,0,0,0,525,1757,False,False
525,wonder,1,8,4,13,58,59,6,6,0,0,0,526,8,False,False
526,at,1,8,4,14,59,66,2,2,0,0,0,527,269,False,False
527,this,1,8,4,15,60,69,4,4,0,0,0,528,293,False,True
528,different,1,8,5,1,61,0,9,9,0,0,0,529,24,True,False
529,and,1,8,5,2,62,10,3,3,0,0,0,530,1283,False,False
530,special,1,8,5,3,63,14,7,7,0,0,0,531,10,False,False
531,world.,1,8,5,4,64,22,6,5,1,0,1,532,60,False,False
532,Darwin's,1,8,5,5,65,33,8,8,8,0,0,533,-99,False,False
533,"visit,",1,8,5,6,66,42,6,5,2,0,1,534,12,False,False
534,in,1,8,5,7,67,49,2,2,0,0,0,535,1091,False,False
535,"1835,",1,8,5,8,68,52,5,4,2,0,1,536,-99,False,False
536,aboard,1,8,5,9,69,58,6,6,0,0,0,537,2,False,False
537,HMS,1,8,5,10,70,65,3,3,0,0,0,538,1,False,False
538,Beagle,1,8,5,11,71,69,6,6,0,0,0,539,1,False,True
539,lasted,1,9,1,1,1,0,6,6,0,0,0,540,1,True,False
540,five,1,9,1,2,2,7,4,4,0,0,0,541,18,False,False
541,times,1,9,1,3,3,12,5,5,0,0,0,542,23,False,False
542,longer.,1,9,1,4,4,18,7,6,1,0,1,543,14,False,False
543,He,1,9,1,5,5,26,2,2,0,0,0,544,265,False,False
544,marvelled,1,9,1,6,6,29,9,9,0,0,0,545,3,False,False
545,at,1,9,1,7,7,39,2,2,0,0,0,546,269,False,False
546,the,1,9,1,8,8,42,3,3,0,0,0,547,3511,False,False
547,tortoises,1,9,1,9,9,46,9,9,0,0,0,548,2,False,False
548,and,1,9,1,10,10,56,3,3,0,0,0,549,1283,False,False
549,the,1,9,1,11,11,60,3,3,0,0,0,550,3511,False,False
550,"iguanas,",1,9,1,12,12,64,8,7,2,0,1,551,2,False,False
551,but,1,9,1,13,13,73,3,3,0,0,0,552,325,False,False
552,it,1,9,1,14,14,77,2,2,0,0,0,553,544,False,True
553,was,1,9,2,1,15,0,3,3,0,0,0,554,383,True,False
554,the,1,9,2,2,16,4,3,3,0,0,0,555,3511,False,False
555,tiny,1,9,2,3,17,8,4,4,0,0,0,556,13,False,False
556,finches,1,9,2,4,18,13,7,7,0,0,0,557,3,False,False
557,that,1,9,2,5,19,21,4,4,0,0,0,558,871,False,False
558,jolted,1,9,2,6,20,26,6,6,0,0,0,559,1,False,False
559,his,1,9,2,7,21,33,3,3,0,0,0,560,161,False,False
560,imagination,1,9,2,8,22,37,11,11,0,0,0,561,5,False,False
561,most,1,9,2,9,23,49,4,4,0,0,0,562,93,False,False
562,vividly.,1,9,2,10,24,54,8,7,1,0,1,563,1,False,False
563,They,1,9,2,11,25,63,4,4,0,0,0,564,258,False,False
564,are,1,9,2,12,26,68,3,3,0,0,0,565,351,False,False
565,still,1,9,2,13,27,72,5,5,0,0,0,566,52,False,True
566,called,1,9,3,1,28,0,6,6,0,0,0,567,22,True,False
567,Darwin's,1,9,3,2,29,7,8,8,8,0,0,568,-99,False,False
568,Finches,1,9,3,3,30,16,7,7,0,0,0,569,3,False,False
569,in,1,9,3,4,31,24,2,2,0,0,0,570,1091,False,False
570,his,1,9,3,5,32,27,3,3,0,0,0,571,161,False,False
571,honour.,1,9,3,6,33,31,7,6,1,0,1,572,2,False,False
572,There,1,9,3,7,34,39,5,5,0,0,0,573,189,False,False
573,are,1,9,3,8,35,45,3,3,0,0,0,574,351,False,False
574,13,1,9,3,9,36,49,2,2,0,0,0,575,-99,False,False
575,different,1,9,3,10,37,52,9,9,0,0,0,576,24,False,False
576,species,1,9,3,11,38,62,7,7,0,0,0,577,7,False,False
577,of,1,9,3,12,39,70,2,2,0,0,0,578,1757,False,False
578,the,1,9,3,13,40,73,3,3,0,0,0,579,3511,False,True
579,finches,1,9,4,1,41,0,7,7,0,0,0,580,3,True,False
580,across,1,9,4,2,42,8,6,6,0,0,0,581,28,False,False
581,the,1,9,4,3,43,15,3,3,0,0,0,582,3511,False,False
582,islands,1,9,4,4,44,19,7,7,0,0,0,583,7,False,False
583,(our,1,9,4,5,45,27,4,3,10,1,0,584,84,False,False
584,group,1,9,4,6,46,32,5,5,0,0,0,585,18,False,False
585,managed,1,9,4,7,47,38,7,7,0,0,0,586,3,False,False
586,to,1,9,4,8,48,46,2,2,0,0,0,587,1597,False,False
587,see,1,9,4,9,49,49,3,3,0,0,0,588,41,False,False
588,five,1,9,4,10,50,53,4,4,0,0,0,589,18,False,False
589,or,1,9,4,11,51,58,2,2,0,0,0,590,194,False,False
590,six).,1,9,4,12,52,61,5,3,26,0,2,591,13,False,False
591,The,1,9,4,13,53,67,3,3,0,0,0,592,3511,False,True
592,fascination,1,9,5,1,54,0,11,11,0,0,0,593,2,True,False
593,is,1,9,5,2,55,12,2,2,0,0,0,594,717,False,False
594,in,1,9,5,3,56,15,2,2,0,0,0,595,1091,False,False
595,the,1,9,5,4,57,18,3,3,0,0,0,596,3511,False,False
596,beaks.,1,9,5,5,58,22,6,5,1,0,1,597,1,False,False
597,Each,1,9,5,6,59,29,4,4,0,0,0,598,16,False,False
598,species,1,9,5,7,60,34,7,7,0,0,0,599,7,False,False
599,on,1,9,5,8,61,42,2,2,0,0,0,600,417,False,False
600,each,1,9,5,9,62,45,4,4,0,0,0,601,16,False,False
601,island,1,9,5,10,63,50,6,6,0,0,0,602,8,False,False
602,"has,",1,9,5,11,64,57,4,3,2,0,1,603,239,False,False
603,over,1,9,5,12,65,62,4,4,0,0,0,604,76,False,False
604,"time,",1,9,5,13,66,67,5,4,2,0,1,605,105,False,True
605,developed,1,10,1,1,1,0,9,9,0,0,0,606,4,True,False
606,a,1,10,1,2,2,10,1,1,0,0,0,607,1434,False,False
607,differently,1,10,1,3,3,12,11,11,0,0,0,608,1,False,False
608,shaped,1,10,1,4,4,24,6,6,0,0,0,609,6,False,False
609,"beak,",1,10,1,5,5,31,5,4,2,0,1,610,1,False,False
610,adapted,1,10,1,6,6,37,7,7,0,0,0,611,1,False,False
611,to,1,10,1,7,7,45,2,2,0,0,0,612,1597,False,False
612,the,1,10,1,8,8,48,3,3,0,0,0,613,3511,False,False
613,vegetation,1,10,1,9,9,52,10,10,0,0,0,614,2,False,False
614,and,1,10,1,10,10,63,3,3,0,0,0,615,1283,False,False
615,the,1,10,1,11,11,67,3,3,0,0,0,616,3511,False,True
616,competition,1,10,2,1,12,0,11,11,0,0,0,617,4,True,False
